"name"	"longitude"	"latitude"	"subspecies"	"acaciarum"	"numSubsppGroups"	"assigned"
"Auriparus flaviceps (Sundevall, 1850)"	-114.458755	32.684236	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-114.458843	32.678302	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-105.433613	28.293031	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-116.387171	33.73303	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-111.633769	33.849103	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-114.649416	32.522325	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-105.470148	28.262811	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-116.289929	33.77295	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-112.023919	33.600597	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-105.433387	28.293807	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-105.433474	28.293888	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-105.433635	28.293205	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-105.433817	28.292931	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-111.84004	33.761887	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-114.455983	32.676223	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-111.798348	33.750594	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-110.831587	32.231257	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-116.353378	33.773578	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-105.502949	28.258456	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-111.027747	32.318103	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-111.076664	29.035906	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-110.98208	31.867268	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-116.428191	33.278038	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-115.000098	36.078466	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-103.429083	25.604952	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-103.40935	25.623832	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-111.33895	26.006075	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-111.97659	33.66451	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-105.482132	28.259696	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-112.078458	26.185601	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-111.880604	33.515362	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-116.407854	33.780302	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-111.953081	33.422152	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-103.409378	25.623722	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-112.07853	26.186388	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-111.944598	33.462707	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-116.555772	33.763142	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-101.067953	25.301788	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-110.292902	23.90743	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-116.554915	33.809465	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-100.461418	20.733112	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-100.460342	20.733663	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-105.470076	28.262811	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-110.784347	32.304795	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-111.923266	33.452694	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-103.440012	25.570643	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-114.45583	32.676248	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-112.150106	33.676821	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-116.525836	33.812109	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-116.552712	33.810055	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-100.132575	25.906025	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-116.142385	34.026086	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-103.432534	25.540109	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-103.431961	25.541641	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-103.431874	25.541662	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-111.159075	33.280053	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-110.852206	31.496058	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-103.429045	25.60496	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-111.972875	33.374659	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-115.020212	36.100758	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-115.019619	36.100562	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-117.468606	36.339661	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-116.278478	33.635025	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-110.108634	23.805372	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-111.734808	33.361	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-116.426877	33.274923	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-116.427865	33.27625	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-110.848847	31.496738	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-110.993702	31.854251	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-111.341079	26.011071	"unknown"	0	0	"none"
