"name"	"longitude"	"latitude"	"subspecies"	"affinis"	"sandiegensis"	"numSubsppGroups"	"assigned"
"Campylorhynchus brunneicapillus sandiegensis"	-117.02	32.68	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus anthonyi"	-116.23	32.71	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus"	-116.93	32.51	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis Rea, 1986"	-116.6	31.84	"sandiegensis"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis Rea, 1986"	-117.02	32.64	"sandiegensis"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis Rea, 1986"	-116.9	32.87	"sandiegensis"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis Rea, 1986"	-116.99	32.7	"sandiegensis"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis Rea, 1986"	-117.08	32.71	"sandiegensis"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis Rea, 1986"	-117.07	32.74	"sandiegensis"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis Rea, 1986"	-117.12	32.56	"sandiegensis"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis Rea, 1986"	-116.89	32.85	"sandiegensis"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis Rea, 1986"	-117	32.73	"sandiegensis"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis Rea, 1986"	-117.08	32.8	"sandiegensis"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis Rea, 1986"	-116.71	31.74	"sandiegensis"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis Rea, 1986"	-117.03	32.81	"sandiegensis"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis Rea, 1986"	-116.75	32.37	"sandiegensis"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis Rea, 1986"	-117.02	32.68	"sandiegensis"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis Rea, 1986"	-117.01	32.67	"sandiegensis"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis Rea, 1986"	-117.05	32.69	"sandiegensis"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis Rea, 1986"	-117.14	32.78	"sandiegensis"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis Rea, 1986"	-116.72	32.48	"sandiegensis"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis Rea, 1986"	-117.06	32.68	"sandiegensis"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis Rea, 1986"	-117.04	32.66	"sandiegensis"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis Rea, 1986"	-117.01	32.63	"sandiegensis"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis Rea, 1986"	-117.09	32.67	"sandiegensis"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis Rea, 1986"	-117.16	32.72	"sandiegensis"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis Rea, 1986"	-116.99	32.91	"sandiegensis"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis"	-117.07	32.73	"sandiegensis"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis"	-117.13	32.73	"sandiegensis"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis"	-117.02	32.58	"sandiegensis"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis"	-116.84	32.5	"sandiegensis"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis"	-117.02	32.64	"sandiegensis"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis"	-116.6	31.84	"sandiegensis"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis"	-116.89	32.86	"sandiegensis"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis"	-117.12	32.56	"sandiegensis"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis"	-116.99	32.7	"sandiegensis"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis"	-117.1	32.72	"sandiegensis"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis"	-117.07	32.74	"sandiegensis"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis"	-117.07	32.79	"sandiegensis"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis"	-117.08	32.71	"sandiegensis"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis"	-116.9	32.87	"sandiegensis"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis"	-117.08	32.8	"sandiegensis"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis"	-117	32.73	"sandiegensis"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis"	-116.89	32.85	"sandiegensis"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis"	-116.9	32.85	"sandiegensis"	0	1	1	"sandiegensis"
