"name"	"longitude"	"latitude"	"subspecies"	"coloradense"	"numSubsppGroups"	"assigned"
"Toxostoma crissale Henry, 1858"	-109.03008	31.90858	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-106.673744	35.086403	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-111.37491	34.04047	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-104.64538	31.967665	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-107.59167	32.91547	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-112.50864	33.576378	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-111.79624	34.87418	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-113.352325	32.796986	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-111.469086	33.873196	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-110.91239	32.424404	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-104.41634	33.428757	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-106.905174	33.788662	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-114.6066	32.720795	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-106.608284	31.834982	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-110.9481	31.7212	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-110.10979	31.43706	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-108.97962	31.72993	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-106.92018	32.490723	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-114.68353	33.354046	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-106.497116	31.79024	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-115.420456	36.14446	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-110.001434	31.571093	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-106.88517	33.98789	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-106.87157	33.881817	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-112.86308	32.443855	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-110.71867	32.337784	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-112.035805	34.718582	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-112.89429	32.982327	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-104.39981	33.45121	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-106.88	33.802	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-110.1409	31.5479	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-106.18767	32.78296	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-109.11593	31.898163	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-106.46522	35.16427	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-106.742424	32.326065	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-112.259766	33.3894	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-113.50186	37.117725	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-106.487076	31.967615	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-106.44808	31.903484	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-114.71206	36.710464	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-109.08248	31.869383	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-112.98437	36.991364	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-102.89971	31.579128	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-112.970375	32.983814	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-107.305954	32.8669	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-114.64388	32.72975	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-114.9687	36.090786	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-111.48258	33.91173	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-111.81267	33.97118	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-106.20787	35.3765	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-109.86166	32.805473	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-110.6505	32.740715	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-103.873985	32.95115	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-114.09	33.3834	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-107.18286	32.683582	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-112.010635	33.831455	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-112.35209	34.574863	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-110.74056	32.344692	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-110.75442	32.356594	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-110.73252	32.3413	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-114.61401	36.652412	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-114.46706	32.818714	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-110.88205	31.471605	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-104.466064	32.110935	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-112.82579	32.43583	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-112.82497	32.437378	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-110.31363	31.591076	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-114.32463	34.089775	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-112.5848	33.352474	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-110.28546	31.350674	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-106.73176	32.455265	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-106.474846	35.325287	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-107.1778	33.5567	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-107.30381	32.899925	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-114.63863	32.730614	"unknown"	0	0	"none"
