"name"	"longitude"	"latitude"	"subspecies"	"curtata"	"numSubsppGroups"	"assigned"
"Polioptila melanura Lawrence, 1857"	-112.86	32.39	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-116.55	33.78	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-108.83	31.81	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-110.61	32.15	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-116.55	33.81	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-112.95	32.31	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-112.82	32.38	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-110.3	32.19	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-111.07	29.04	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-111.98	33.65	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-112.85	32.22	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-112.02	33.26	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-112.69	33.36	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-110.95	32.32	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-111.05	32.31	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-112.03	33.24	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-114.46	32.88	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-112.57	33.35	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-111.43	32.65	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-116.06	33.99	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-116.14	34.09	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-116.04	34.13	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-114.52	34.84	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-111.04	32.22	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-112.31	33.91	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-115.12	36.06	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-111.99	33.27	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-116.02	34.02	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-111.3	31.82	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-112.21	33.8	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-110.85	32.33	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-99.12	26.51	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-110.37	31.84	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-112.33	33.92	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-112.3	33.38	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-114.61	32.73	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-110.98	32.4	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-112.24	33.81	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-111.66	33.55	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-116.29	33.26	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-112.31	33.9	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-111.12	32.27	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-110.71	32.19	"unknown"	0	0	"none"
